有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
704190　家登元富58購01,TW26Z7041901,2026/01/20,上櫃,,RWSCCA,
704191　家登元富5C購01,TW26Z7041919,2026/01/20,上櫃,,RWSCCA,
704192　華容元富57購01,TW26Z7041927,2026/01/20,上櫃,,RWSCCA,
704193　鑫科元富57購02,TW26Z7041935,2026/01/20,上櫃,,RWSCCA,
704194　佳邦永豐58購01,TW26Z7041943,2026/01/20,上櫃,,RWSCCA,
704196　泓格永豐59購01,TW26Z7041968,2026/01/20,上櫃,,RWSCCA,
704197　家登永豐57購03,TW26Z7041976,2026/01/20,上櫃,,RWSCCA,
704198　華容永豐58購01,TW26Z7041984,2026/01/20,上櫃,,RWSCCA,
704199　璟德永豐57購01,TW26Z7041992,2026/01/20,上櫃,,RWSCCA,
704201　耀勝永豐57購01,TW26Z7042016,2026/01/20,上櫃,,RWSCCA,
704202　鑫科永豐61購01,TW26Z7042024,2026/01/20,上櫃,,RWSCCA,
704203　中美晶統一71購01,TW26Z7042032,2026/01/20,上櫃,,RWSCCA,
704204　元太統一61購02,TW26Z7042040,2026/01/20,上櫃,,RWSCCA,
704205　世紀*統一61購01,TW26Z7042057,2026/01/20,上櫃,,RWSCCA,
704206　世紀*統一71購03,TW26Z7042065,2026/01/20,上櫃,,RWSCCA,
704207　合晶統一71購01,TW26Z7042073,2026/01/20,上櫃,,RWSCCA,
704208　沛亨統一61購01,TW26Z7042081,2026/01/20,上櫃,,RWSCCA,
704209　沛亨統一61購02,TW26Z7042099,2026/01/20,上櫃,,RWSCCA,
704210　宜鼎統一61購02,TW26Z7042107,2026/01/20,上櫃,,RWSCCA,
704211　宜鼎統一63購01,TW26Z7042115,2026/01/20,上櫃,,RWSCCA,
704212　旺矽統一61購02,TW26Z7042123,2026/01/20,上櫃,,RWSCCA,
704213　旺矽統一63購02,TW26Z7042131,2026/01/20,上櫃,,RWSCCA,
704214　旺矽統一71購01,TW26Z7042149,2026/01/20,上櫃,,RWSCCA,
704215　松瑞藥統一61購01,TW26Z7042156,2026/01/20,上櫃,,RWSCCA,
704216　松瑞藥統一71購01,TW26Z7042164,2026/01/20,上櫃,,RWSCCA,
704217　信昌電統一61購03,TW26Z7042172,2026/01/20,上櫃,,RWSCCA,
704218　信昌電統一71購02,TW26Z7042180,2026/01/20,上櫃,,RWSCCA,
704219　家登統一61購03,TW26Z7042198,2026/01/20,上櫃,,RWSCCA,
704220　家登統一71購01,TW26Z7042206,2026/01/20,上櫃,,RWSCCA,
704221　高鋒統一61購01,TW26Z7042214,2026/01/20,上櫃,,RWSCCA,
704222　高鋒統一71購01,TW26Z7042222,2026/01/20,上櫃,,RWSCCA,
704223　湧德統一61購02,TW26Z7042230,2026/01/20,上櫃,,RWSCCA,
704224　新復興統一71購01,TW26Z7042248,2026/01/20,上櫃,,RWSCCA,
704225　廣運統一71購01,TW26Z7042255,2026/01/20,上櫃,,RWSCCA,
704227　世界凱基57購04,TW26Z7042271,2026/01/21,上櫃,,RWSCCA,
704228　富喬凱基57購04,TW26Z7042289,2026/01/21,上櫃,,RWSCCA,
704229　翔名凱基57購01,TW26Z7042297,2026/01/21,上櫃,,RWSCCA,
704230　勤凱凱基61購01,TW26Z7042305,2026/01/21,上櫃,,RWSCCA,
704231　精材凱基57購02,TW26Z7042313,2026/01/21,上櫃,,RWSCCA,
704232　穩懋凱基57購05,TW26Z7042321,2026/01/21,上櫃,,RWSCCA,
704233　譜瑞凱基57購05,TW26Z7042339,2026/01/21,上櫃,,RWSCCA,
704234　中美晶元大57購03,TW26Z7042347,2026/01/21,上櫃,,RWSCCA,
704235　世界元大57購06,TW26Z7042354,2026/01/21,上櫃,,RWSCCA,
704236　世界元大59購01,TW26Z7042362,2026/01/21,上櫃,,RWSCCA,
704237　世界元大5A購02,TW26Z7042370,2026/01/21,上櫃,,RWSCCA,
704238　台星科元大57購07,TW26Z7042388,2026/01/21,上櫃,,RWSCCA,
704239　均豪元大57購05,TW26Z7042396,2026/01/21,上櫃,,RWSCCA,
704240　宜鼎元大57購06,TW26Z7042404,2026/01/21,上櫃,,RWSCCA,
704241　富喬元大57購05,TW26Z7042412,2026/01/21,上櫃,,RWSCCA,
704242　富喬元大57購06,TW26Z7042420,2026/01/21,上櫃,,RWSCCA,
704243　富喬元大57購07,TW26Z7042438,2026/01/21,上櫃,,RWSCCA,
704244　富喬元大5A購01,TW26Z7042446,2026/01/21,上櫃,,RWSCCA,
704245　聖暉*元大57購06,TW26Z7042453,2026/01/21,上櫃,,RWSCCA,
704246　精材元大57購04,TW26Z7042461,2026/01/21,上櫃,,RWSCCA,
704247　精材元大58購01,TW26Z7042479,2026/01/21,上櫃,,RWSCCA,
704248　廣明元大57購03,TW26Z7042487,2026/01/21,上櫃,,RWSCCA,
704249　穩懋元大57購12,TW26Z7042495,2026/01/21,上櫃,,RWSCCA,
704250　世界永豐57購01,TW26Z7042503,2026/01/21,上櫃,,RWSCCA,
704251　世界永豐58購01,TW26Z7042511,2026/01/21,上櫃,,RWSCCA,
704253　佶優永豐58購01,TW26Z7042537,2026/01/21,上櫃,,RWSCCA,
704254　富喬永豐57購03,TW26Z7042545,2026/01/21,上櫃,,RWSCCA,
704255　富喬永豐58購02,TW26Z7042552,2026/01/21,上櫃,,RWSCCA,
704256　富喬永豐5B購01,TW26Z7042560,2026/01/21,上櫃,,RWSCCA,
704257　富喬永豐5C購01,TW26Z7042578,2026/01/21,上櫃,,RWSCCA,
704258　富喬永豐64購01,TW26Z7042586,2026/01/21,上櫃,,RWSCCA,
704259　華容永豐5A購01,TW26Z7042594,2026/01/21,上櫃,,RWSCCA,
704260　聖暉*永豐61購01,TW26Z7042602,2026/01/21,上櫃,,RWSCCA,
704261　世界兆豐59購02,TW26Z7042610,2026/01/21,上櫃,,RWSCCA,
704262　宜鼎兆豐61購01,TW26Z7042628,2026/01/21,上櫃,,RWSCCA,
704263　世界群益57購02,TW26Z7042636,2026/01/21,上櫃,,RWSCCA,
704266　佶優群益57購02,TW26Z7042669,2026/01/21,上櫃,,RWSCCA,
704267　訊聯群益57購04,TW26Z7042677,2026/01/21,上櫃,,RWSCCA,
704268　點序群益59購01,TW26Z7042685,2026/01/21,上櫃,,RWSCCA,
704269　世界國泰58購01,TW26Z7042693,2026/01/21,上櫃,,RWSCCA,
704270　茂迪國泰58購01,TW26Z7042701,2026/01/21,上櫃,,RWSCCA,
704271　富喬國泰58購03,TW26Z7042719,2026/01/21,上櫃,,RWSCCA,
704272　富喬國泰58購04,TW26Z7042727,2026/01/21,上櫃,,RWSCCA,
704273　台星科富邦59購01,TW26Z7042735,2026/01/21,上櫃,,RWSCCE,
704274　合晶富邦59購01,TW26Z7042743,2026/01/21,上櫃,,RWSCCE,
704275　宜鼎富邦5C購01,TW26Z7042750,2026/01/21,上櫃,,RWSCCE,
704276　鈊象富邦59購01,TW26Z7042768,2026/01/21,上櫃,,RWSCCE,
704277　鈊象富邦5A購01,TW26Z7042776,2026/01/21,上櫃,,RWSCCE,
704278　萬潤富邦59購02,TW26Z7042784,2026/01/21,上櫃,,RWSCCE,
704279　廣明富邦59購01,TW26Z7042792,2026/01/21,上櫃,,RWSCCE,
704280　世界統一71購02,TW26Z7042800,2026/01/21,上櫃,,RWSCCA,
704281　台星科統一61購02,TW26Z7042818,2026/01/21,上櫃,,RWSCCA,
704282　宜鼎統一71購01,TW26Z7042826,2026/01/21,上櫃,,RWSCCA,
704283　東捷統一71購01,TW26Z7042834,2026/01/21,上櫃,,RWSCCA,
704284　佶優統一71購02,TW26Z7042842,2026/01/21,上櫃,,RWSCCA,
704285　高鋒統一64購01,TW26Z7042859,2026/01/21,上櫃,,RWSCCA,
704286　高鋒統一67購01,TW26Z7042867,2026/01/21,上櫃,,RWSCCA,
704287　富喬統一61購01,TW26Z7042875,2026/01/21,上櫃,,RWSCCA,
704288　富喬統一61購02,TW26Z7042883,2026/01/21,上櫃,,RWSCCA,
704289　富喬統一61購03,TW26Z7042891,2026/01/21,上櫃,,RWSCCA,
704290　富喬統一61購04,TW26Z7042909,2026/01/21,上櫃,,RWSCCA,
704291　富喬統一64購01,TW26Z7042917,2026/01/21,上櫃,,RWSCCA,
704292　富喬統一65購02,TW26Z7042925,2026/01/21,上櫃,,RWSCCA,
704293　富喬統一6C購01,TW26Z7042933,2026/01/21,上櫃,,RWSCCA,
704294　富喬統一71購01,TW26Z7042941,2026/01/21,上櫃,,RWSCCA,
704295　富喬統一71購02,TW26Z7042958,2026/01/21,上櫃,,RWSCCA,
704296　湧德統一71購01,TW26Z7042966,2026/01/21,上櫃,,RWSCCA,
704297　新復興統一71購02,TW26Z7042974,2026/01/21,上櫃,,RWSCCA,
704298　聖暉*統一67購01,TW26Z7042982,2026/01/21,上櫃,,RWSCCA,
704299　力旺凱基57購03,TW26Z7042990,2026/01/22,上櫃,,RWSCCA,
704300　力旺凱基57購04,TW26Z7043006,2026/01/22,上櫃,,RWSCCA,
704301　元山凱基57購02,TW26Z7043014,2026/01/22,上櫃,,RWSCCA,
704304　宜鼎凱基57購05,TW26Z7043048,2026/01/22,上櫃,,RWSCCA,
704305　佶優凱基57購02,TW26Z7043055,2026/01/22,上櫃,,RWSCCA,
704306　華義凱基57購01,TW26Z7043063,2026/01/22,上櫃,,RWSCCA,
704307　穩懋凱基58購03,TW26Z7043071,2026/01/22,上櫃,,RWSCCA,
704308　鈊象兆豐59購01,TW26Z7043089,2026/01/22,上櫃,,RWSCCA,
704309　中探針元大57購02,TW26Z7043097,2026/01/22,上櫃,,RWSCCA,
704310　中探針元大57購03,TW26Z7043105,2026/01/22,上櫃,,RWSCCA,
704311　世界元大57購07,TW26Z7043113,2026/01/22,上櫃,,RWSCCA,
704312　世界元大58購01,TW26Z7043121,2026/01/22,上櫃,,RWSCCA,
704313　世界元大59購02,TW26Z7043139,2026/01/22,上櫃,,RWSCCA,
704314　均華元大57購02,TW26Z7043147,2026/01/22,上櫃,,RWSCCA,
704315　系統電元大5B購03,TW26Z7043154,2026/01/22,上櫃,,RWSCCA,
704316　宜鼎元大57購07,TW26Z7043162,2026/01/22,上櫃,,RWSCCA,
704317　佶優元大57購01,TW26Z7043170,2026/01/22,上櫃,,RWSCCA,
704318　華容元大57購02,TW26Z7043188,2026/01/22,上櫃,,RWSCCA,
704319　華容元大57購03,TW26Z7043196,2026/01/22,上櫃,,RWSCCA,
704320　鈊象元大5A購01,TW26Z7043204,2026/01/22,上櫃,,RWSCCA,
704321　勤凱元大61購02,TW26Z7043212,2026/01/22,上櫃,,RWSCCA,
704322　聖暉*元大61購01,TW26Z7043220,2026/01/22,上櫃,,RWSCCA,
704323　頎邦元大57購01,TW26Z7043238,2026/01/22,上櫃,,RWSCCA,
704324　精測元大57購01,TW26Z7043246,2026/01/22,上櫃,,RWSCCA,
704325　精測元大5B購01,TW26Z7043253,2026/01/22,上櫃,,RWSCCA,
704327　元山國泰58購01,TW26Z7043279,2026/01/22,上櫃,,RWSCCA,
704328　高鋒國泰58購01,TW26Z7043287,2026/01/22,上櫃,,RWSCCA,
704329　德微國泰58購01,TW26Z7043295,2026/01/22,上櫃,,RWSCCA,
704332　巨有群益57購01,TW26Z7043329,2026/01/22,上櫃,,RWSCCA,
704334　協易機群益57購01,TW26Z7043345,2026/01/22,上櫃,,RWSCCA,
704335　協易機群益57購02,TW26Z7043352,2026/01/22,上櫃,,RWSCCA,
704336　茂迪群益57購01,TW26Z7043360,2026/01/22,上櫃,,RWSCCA,
704337　高鋒群益57購03,TW26Z7043378,2026/01/22,上櫃,,RWSCCA,
704338　精材群益57購01,TW26Z7043386,2026/01/22,上櫃,,RWSCCA,
704339　精測群益59購02,TW26Z7043394,2026/01/22,上櫃,,RWSCCA,
704340　點序群益59購02,TW26Z7043402,2026/01/22,上櫃,,RWSCCA,
704341　力旺富邦59購01,TW26Z7043410,2026/01/22,上櫃,,RWSCCE,
704342　中探針富邦59購01,TW26Z7043428,2026/01/22,上櫃,,RWSCCE,
704343　世界富邦5C購01,TW26Z7043436,2026/01/22,上櫃,,RWSCCE,
704344　捷創富邦59購01,TW26Z7043444,2026/01/22,上櫃,,RWSCCE,
704345　聖暉*富邦58購01,TW26Z7043451,2026/01/22,上櫃,,RWSCCE,
704346　精測富邦59購01,TW26Z7043469,2026/01/22,上櫃,,RWSCCE,
704347　世界統一5C購02,TW26Z7043477,2026/01/22,上櫃,,RWSCCA,
704348　合晶統一61購01,TW26Z7043485,2026/01/22,上櫃,,RWSCCA,
704349　東捷統一71購02,TW26Z7043493,2026/01/22,上櫃,,RWSCCA,
704350　佶優統一71購03,TW26Z7043501,2026/01/22,上櫃,,RWSCCA,
704351　精測統一61購01,TW26Z7043519,2026/01/22,上櫃,,RWSCCA,
704352　精測統一61購02,TW26Z7043527,2026/01/22,上櫃,,RWSCCA,
704353　精測統一71購01,TW26Z7043535,2026/01/22,上櫃,,RWSCCA,
704355　中探針永豐57購01,TW26Z7043550,2026/01/22,上櫃,,RWSCCA,
704356　中探針永豐58購01,TW26Z7043568,2026/01/22,上櫃,,RWSCCA,
704358　竹陞永豐5A購01,TW26Z7043584,2026/01/22,上櫃,,RWSCCA,
704359　宜鼎永豐59購02,TW26Z7043592,2026/01/22,上櫃,,RWSCCA,
704360　訊聯永豐58購01,TW26Z7043600,2026/01/22,上櫃,,RWSCCA,
704361　華容永豐5C購01,TW26Z7043618,2026/01/22,上櫃,,RWSCCA,
704362　雷科永豐59購02,TW26Z7043626,2026/01/22,上櫃,,RWSCCA,
704363　頎邦永豐58購01,TW26Z7043634,2026/01/22,上櫃,,RWSCCA,
704365　精測永豐5A購01,TW26Z7043659,2026/01/22,上櫃,,RWSCCA,
704366　臺慶科永豐58購01,TW26Z7043667,2026/01/22,上櫃,,RWSCCA,
704367　點序永豐59購02,TW26Z7043675,2026/01/22,上櫃,,RWSCCA,
704368　點序永豐61購01,TW26Z7043683,2026/01/22,上櫃,,RWSCCA,
704369　大江國票58購01,TW26Z7043691,2026/01/23,上櫃,,RWSCCA,
704370　世界國票5B購01,TW26Z7043709,2026/01/23,上櫃,,RWSCCA,
704371　宜鼎國票58購02,TW26Z7043717,2026/01/23,上櫃,,RWSCCA,
704372　長科*國票58購02,TW26Z7043725,2026/01/23,上櫃,,RWSCCA,
704373　精測國票5A購01,TW26Z7043733,2026/01/23,上櫃,,RWSCCA,
704374　精測國票5A購02,TW26Z7043741,2026/01/23,上櫃,,RWSCCA,
704375　臺慶科國票58購01,TW26Z7043758,2026/01/23,上櫃,,RWSCCA,
704376　擎邦國票58購02,TW26Z7043766,2026/01/23,上櫃,,RWSCCA,
704377　精測兆豐59購01,TW26Z7043774,2026/01/23,上櫃,,RWSCCA,
704378　力旺台新57購01,TW26Z7043782,2026/01/23,上櫃,,RWSCCE,
704379　中探針凱基59購01,TW26Z7043790,2026/01/23,上櫃,,RWSCCA,
704380　宜鼎凱基5B購01,TW26Z7043808,2026/01/23,上櫃,,RWSCCA,
704381　鈊象凱基5A購01,TW26Z7043816,2026/01/23,上櫃,,RWSCCA,
704382　精測凱基5B購01,TW26Z7043824,2026/01/23,上櫃,,RWSCCA,
704383　擎亞凱基5B購01,TW26Z7043832,2026/01/23,上櫃,,RWSCCA,
704385　信昌電國泰58購01,TW26Z7043857,2026/01/23,上櫃,,RWSCCA,
704386　信昌電國泰58購02,TW26Z7043865,2026/01/23,上櫃,,RWSCCA,
704387　家登國泰58購02,TW26Z7043873,2026/01/23,上櫃,,RWSCCA,
704388　中探針元大5B購01,TW26Z7043881,2026/01/23,上櫃,,RWSCCA,
704389　世界元大57購08,TW26Z7043899,2026/01/23,上櫃,,RWSCCA,
704390　世界元大58購02,TW26Z7043907,2026/01/23,上櫃,,RWSCCA,
704391　世界元大5B購01,TW26Z7043915,2026/01/23,上櫃,,RWSCCA,
704392　台星科元大57購08,TW26Z7043923,2026/01/23,上櫃,,RWSCCA,
704393　宏捷科元大57購01,TW26Z7043931,2026/01/23,上櫃,,RWSCCA,
704394　系統電元大61購01,TW26Z7043949,2026/01/23,上櫃,,RWSCCA,
704395　長科*元大57購03,TW26Z7043956,2026/01/23,上櫃,,RWSCCA,
704396　順達元大5A購05,TW26Z7043964,2026/01/23,上櫃,,RWSCCA,
704397　精測元大57購03,TW26Z7043972,2026/01/23,上櫃,,RWSCCA,
704398　廣明元大57購05,TW26Z7043980,2026/01/23,上櫃,,RWSCCA,
704399　廣運元大57購03,TW26Z7043998,2026/01/23,上櫃,,RWSCCA,
704400　宜鼎富邦61購01,TW26Z7044004,2026/01/23,上櫃,,RWSCCE,
704401　信昌電富邦5C購01,TW26Z7044012,2026/01/23,上櫃,,RWSCCE,
704402　穩懋富邦59購01,TW26Z7044020,2026/01/23,上櫃,,RWSCCE,
704403　高鋒統一61購02,TW26Z7044038,2026/01/23,上櫃,,RWSCCA,
704404　精測統一5C購01,TW26Z7044046,2026/01/23,上櫃,,RWSCCA,
704405　尼克森永豐59購01,TW26Z7044053,2026/01/23,上櫃,,RWSCCA,
704406　亞電永豐59購01,TW26Z7044061,2026/01/23,上櫃,,RWSCCA,
704407　長科*永豐58購01,TW26Z7044079,2026/01/23,上櫃,,RWSCCA,
704408　能率亞永豐58購01,TW26Z7044087,2026/01/23,上櫃,,RWSCCA,
704409　精測永豐5A購02,TW26Z7044095,2026/01/23,上櫃,,RWSCCA,
704410　FH中5G群益57購01,TW26Z7044103,2026/01/23,上櫃,,RWBCCA,
704412　大中群益59購01,TW26Z7044129,2026/01/23,上櫃,,RWSCCA,
704413　台半群益57購02,TW26Z7044137,2026/01/23,上櫃,,RWSCCA,
704414　宏捷科群益57購01,TW26Z7044145,2026/01/23,上櫃,,RWSCCA,
704415　常珵群益57購01,TW26Z7044152,2026/01/23,上櫃,,RWSCCA,
704416　創惟群益59購01,TW26Z7044160,2026/01/23,上櫃,,RWSCCA,
704417　鈊象群益57購02,TW26Z7044178,2026/01/23,上櫃,,RWSCCA,
704418　精測群益59購03,TW26Z7044186,2026/01/23,上櫃,,RWSCCA,
704419　力旺元大5A購01,TW26Z7044194,2026/01/26,上櫃,,RWSCCA,
704420　中美晶元大57購04,TW26Z7044202,2026/01/26,上櫃,,RWSCCA,
704421　中美晶元大5C購01,TW26Z7044210,2026/01/26,上櫃,,RWSCCA,
704422　世界元大57購09,TW26Z7044228,2026/01/26,上櫃,,RWSCCA,
704423　家登元大57購02,TW26Z7044236,2026/01/26,上櫃,,RWSCCA,
704424　湧德元大61購02,TW26Z7044244,2026/01/26,上櫃,,RWSCCA,
704426　精材元大5B購01,TW26Z7044269,2026/01/26,上櫃,,RWSCCA,
704427　精材元大61購02,TW26Z7044277,2026/01/26,上櫃,,RWSCCA,
704428　廣明元大57購06,TW26Z7044285,2026/01/26,上櫃,,RWSCCA,
704429　FH中5G凱基57購02,TW26Z7044293,2026/01/26,上櫃,,RWBCCA,
704430　大中凱基59購01,TW26Z7044301,2026/01/26,上櫃,,RWSCCA,
704431　中光電凱基57購03,TW26Z7044319,2026/01/26,上櫃,,RWSCCA,
704432　中美晶凱基57購03,TW26Z7044327,2026/01/26,上櫃,,RWSCCA,
704433　世界凱基57購05,TW26Z7044335,2026/01/26,上櫃,,RWSCCA,
704434　宏捷科凱基58購02,TW26Z7044343,2026/01/26,上櫃,,RWSCCA,
704435　長科*凱基57購02,TW26Z7044350,2026/01/26,上櫃,,RWSCCA,
704436　湧德凱基58購01,TW26Z7044368,2026/01/26,上櫃,,RWSCCA,
704437　勤凱凱基57購01,TW26Z7044376,2026/01/26,上櫃,,RWSCCA,
704438　頎邦凱基57購01,TW26Z7044384,2026/01/26,上櫃,,RWSCCA,
704439　穩得凱基58購01,TW26Z7044392,2026/01/26,上櫃,,RWSCCA,
704440　久元國票58購01,TW26Z7044400,2026/01/26,上櫃,,RWSCCA,
704441　台星科國票58購03,TW26Z7044418,2026/01/26,上櫃,,RWSCCA,
704442　系統電國票58購01,TW26Z7044426,2026/01/26,上櫃,,RWSCCA,
704443　能率亞國票58購02,TW26Z7044434,2026/01/26,上櫃,,RWSCCA,
704444　高僑國票58購01,TW26Z7044442,2026/01/26,上櫃,,RWSCCA,
704445　健亞國票58購01,TW26Z7044459,2026/01/26,上櫃,,RWSCCA,
704446　群翊國票58購01,TW26Z7044467,2026/01/26,上櫃,,RWSCCA,
704447　頎邦國票58購01,TW26Z7044475,2026/01/26,上櫃,,RWSCCA,
704448　新復興富邦59購01,TW26Z7044483,2026/01/26,上櫃,,RWSCCE,
704450　系統電元富59購01,TW26Z7044509,2026/01/26,上櫃,,RWSCCA,
704451　博大元富57購01,TW26Z7044517,2026/01/26,上櫃,,RWSCCA,
704452　大江永豐58購01,TW26Z7044525,2026/01/26,上櫃,,RWSCCA,
704453　東捷永豐59購01,TW26Z7044533,2026/01/26,上櫃,,RWSCCA,
704454　盈正永豐57購01,TW26Z7044541,2026/01/26,上櫃,,RWSCCA,
704455　陽程永豐57購01,TW26Z7044558,2026/01/26,上櫃,,RWSCCA,
704456　擎邦永豐57購01,TW26Z7044566,2026/01/26,上櫃,,RWSCCA,
704457　中光電群益57購01,TW26Z7044574,2026/01/26,上櫃,,RWSCCA,
704458　弘塑群益57購08,TW26Z7044582,2026/01/26,上櫃,,RWSCCA,
704459　長科*群益58購01,TW26Z7044590,2026/01/26,上櫃,,RWSCCA,
704460　盈正群益57購01,TW26Z7044608,2026/01/26,上櫃,,RWSCCA,
704461　大中凱基57購01,TW26Z7044616,2026/01/27,上櫃,,RWSCCA,
704462　台半凱基57購02,TW26Z7044624,2026/01/27,上櫃,,RWSCCA,
704463　長科*凱基58購01,TW26Z7044632,2026/01/27,上櫃,,RWSCCA,
704464　信昌電凱基58購01,TW26Z7044640,2026/01/27,上櫃,,RWSCCA,
704465　能率亞凱基58購01,TW26Z7044657,2026/01/27,上櫃,,RWSCCA,
704466　勤凱凱基58購01,TW26Z7044665,2026/01/27,上櫃,,RWSCCA,
704467　精材凱基57購03,TW26Z7044673,2026/01/27,上櫃,,RWSCCA,
704468　穩懋凱基57購06,TW26Z7044681,2026/01/27,上櫃,,RWSCCA,
704469　凡甲國票58購01,TW26Z7044699,2026/01/27,上櫃,,RWSCCA,
704470　大中國票57購01,TW26Z7044707,2026/01/27,上櫃,,RWSCCA,
704471　大中國票58購01,TW26Z7044715,2026/01/27,上櫃,,RWSCCA,
704472　台半國票58購02,TW26Z7044723,2026/01/27,上櫃,,RWSCCA,
704473　系統電國票58購02,TW26Z7044731,2026/01/27,上櫃,,RWSCCA,
704474　亞電國票57購01,TW26Z7044749,2026/01/27,上櫃,,RWSCCA,
704475　亞電國票58購02,TW26Z7044756,2026/01/28,上櫃,,RWSCCA,
704476　高鋒國票58購02,TW26Z7044764,2026/01/27,上櫃,,RWSCCA,
704477　博磊國票58購01,TW26Z7044772,2026/01/27,上櫃,,RWSCCA,
704478　穩懋國票58購02,TW26Z7044780,2026/01/27,上櫃,,RWSCCA,
704479　力旺元大5A購02,TW26Z7044798,2026/01/27,上櫃,,RWSCCA,
704480　中美晶元大57購05,TW26Z7044806,2026/01/27,上櫃,,RWSCCA,
704481　中探針元大61購01,TW26Z7044814,2026/01/27,上櫃,,RWSCCA,
704482　元太元大61購01,TW26Z7044822,2026/01/27,上櫃,,RWSCCA,
704483　台半元大57購03,TW26Z7044830,2026/01/27,上櫃,,RWSCCA,
704484　台半元大57購04,TW26Z7044848,2026/01/27,上櫃,,RWSCCA,
704485　合晶元大57購04,TW26Z7044855,2026/01/27,上櫃,,RWSCCA,
704486　合晶元大57購05,TW26Z7044863,2026/01/27,上櫃,,RWSCCA,
704487　亞電元大57購02,TW26Z7044871,2026/01/27,上櫃,,RWSCCA,
704488　佳邦元大57購04,TW26Z7044889,2026/01/27,上櫃,,RWSCCA,
704489　信音元大57購01,TW26Z7044897,2026/01/27,上櫃,,RWSCCA,
704490　家登元大57購03,TW26Z7044905,2026/01/27,上櫃,,RWSCCA,
704491　湧德元大5B購01,TW26Z7044913,2026/01/27,上櫃,,RWSCCA,
704492　鈊象元大5B購01,TW26Z7044921,2026/01/27,上櫃,,RWSCCA,
704494　精材元大5A購01,TW26Z7044947,2026/01/27,上櫃,,RWSCCA,
704495　精材元大5B購02,TW26Z7044954,2026/01/27,上櫃,,RWSCCA,
704496　精材元大61購03,TW26Z7044962,2026/01/27,上櫃,,RWSCCA,
704497　穩懋元大57購13,TW26Z7044970,2026/01/27,上櫃,,RWSCCA,
704498　中光電國泰58購01,TW26Z7044988,2026/01/27,上櫃,,RWSCCA,
704499　勤凱國泰58購01,TW26Z7044996,2026/01/27,上櫃,,RWSCCA,
704500　中光電富邦58購01,TW26Z7045001,2026/01/27,上櫃,,RWSCCE,
704501　系統電富邦58購01,TW26Z7045019,2026/01/27,上櫃,,RWSCCE,
704502　大中永豐59購01,TW26Z7045027,2026/01/27,上櫃,,RWSCCA,
704503　中光電永豐58購01,TW26Z7045035,2026/01/27,上櫃,,RWSCCA,
704505　加百裕永豐58購01,TW26Z7045050,2026/01/27,上櫃,,RWSCCA,
704506　系統電永豐5C購01,TW26Z7045068,2026/01/27,上櫃,,RWSCCA,
704507　亞電永豐5B購01,TW26Z7045076,2026/01/27,上櫃,,RWSCCA,
704508　東捷永豐5B購01,TW26Z7045084,2026/01/27,上櫃,,RWSCCA,
704509　博磊永豐58購01,TW26Z7045092,2026/01/27,上櫃,,RWSCCA,
704510　順達永豐57購02,TW26Z7045100,2026/01/27,上櫃,,RWSCCA,
704511　萬泰科永豐59購01,TW26Z7045118,2026/01/27,上櫃,,RWSCCA,
704512　聖暉*永豐58購02,TW26Z7045126,2026/01/27,上櫃,,RWSCCA,
704513　中光電元富57購01,TW26Z7045134,2026/01/27,上櫃,,RWSCCA,
704515　亞電元富57購01,TW26Z7045159,2026/01/27,上櫃,,RWSCCA,
704516　亞電元富57購02,TW26Z7045167,2026/01/28,上櫃,,RWSCCA,
704517　亞電元富57購03,TW26Z7045175,2026/01/28,上櫃,,RWSCCA,
704518　富強鑫元富57購02,TW26Z7045183,2026/01/27,上櫃,,RWSCCA,
704519　凡甲群益57購01,TW26Z7045191,2026/01/27,上櫃,,RWSCCA,
704520　大江群益57購01,TW26Z7045209,2026/01/27,上櫃,,RWSCCA,
704521　中光電群益58購03,TW26Z7045217,2026/01/27,上櫃,,RWSCCA,
704522　中美晶群益57購04,TW26Z7045225,2026/01/27,上櫃,,RWSCCA,
704523　世界群益57購03,TW26Z7045233,2026/01/27,上櫃,,RWSCCA,
704524　宏捷科群益57購02,TW26Z7045241,2026/01/27,上櫃,,RWSCCA,
704525　亞電群益58購03,TW26Z7045258,2026/01/27,上櫃,,RWSCCA,
704526　能率群益59購01,TW26Z7045266,2026/01/27,上櫃,,RWSCCA,
704527　博智群益57購01,TW26Z7045274,2026/01/27,上櫃,,RWSCCA,
704528　博磊群益57購01,TW26Z7045282,2026/01/27,上櫃,,RWSCCA,
704529　擎亞群益59購01,TW26Z7045290,2026/01/27,上櫃,,RWSCCA,
704530　雙鴻群益57購06,TW26Z7045308,2026/01/27,上櫃,,RWSCCA,
704531　穩懋群益57購05,TW26Z7045316,2026/01/27,上櫃,,RWSCCA,
704532　大中統一5C購01,TW26Z7045324,2026/01/27,上櫃,,RWSCCA,
704533　大中統一71購01,TW26Z7045332,2026/01/27,上櫃,,RWSCCA,
704534　台半統一5C購04,TW26Z7045340,2026/01/27,上櫃,,RWSCCA,
704535　台燿統一66購01,TW26Z7045357,2026/01/27,上櫃,,RWSCCA,
704536　尼克森統一5B購01,TW26Z7045365,2026/01/27,上櫃,,RWSCCA,
704537　巨漢統一5C購01,TW26Z7045373,2026/01/27,上櫃,,RWSCCA,
704538　合晶統一61購02,TW26Z7045381,2026/01/27,上櫃,,RWSCCA,
